Date,Open,High,Low,Close,Adj Close,Volume
2022-06-10,103.449997,106.500000,103.000000,104.550003,104.550003,1451157
2022-06-13,102.000000,104.900002,99.250000,100.050003,100.050003,1032949
2022-06-14,99.099998,102.000000,98.650002,99.400002,99.400002,1176573
2022-06-15,100.900002,102.150002,99.699997,100.949997,100.949997,1130057
2022-06-16,102.400002,103.349998,95.300003,98.050003,98.050003,1659993
2022-06-17,98.000000,100.800003,94.400002,98.250000,98.250000,2973949
2022-06-20,98.000000,98.250000,86.199997,88.949997,88.949997,2637922
2022-06-21,90.400002,96.000000,89.300003,95.000000,95.000000,1992172
2022-06-22,94.900002,96.400002,92.650002,95.500000,95.500000,1219674
2022-06-23,96.300003,97.449997,95.199997,95.849998,95.849998,730630
2022-06-24,96.599998,105.400002,96.449997,104.400002,104.400002,4195979
2022-06-27,106.650002,107.000000,101.500000,102.550003,102.550003,2062322
2022-06-28,102.000000,103.900002,101.000000,102.550003,102.550003,1115737
2022-06-29,101.000000,105.300003,100.550003,102.750000,102.750000,1225977
2022-06-30,102.650002,103.300003,100.449997,101.000000,101.000000,586896
2022-07-01,100.000000,102.199997,99.550003,101.400002,101.400002,658268
2022-07-04,101.699997,104.550003,101.000000,102.599998,102.599998,899115
2022-07-05,102.949997,106.400002,102.550003,103.000000,103.000000,1386633
2022-07-06,103.000000,103.699997,101.300003,102.800003,102.800003,666059
2022-07-07,103.550003,105.900002,102.050003,104.199997,104.199997,959873
2022-07-08,105.000000,108.000000,104.099998,105.699997,105.699997,2212462
2022-07-11,106.699997,113.199997,105.699997,110.849998,110.849998,3167426
2022-07-12,111.250000,114.900002,109.449997,111.550003,111.550003,2410306
2022-07-13,113.099998,113.900002,109.099998,110.449997,110.449997,1263084
2022-07-14,110.400002,111.199997,108.150002,109.800003,109.800003,897313
2022-07-15,110.300003,114.900002,110.050003,114.250000,114.250000,2155998
2022-07-18,115.199997,115.550003,111.900002,113.199997,113.199997,1686117
2022-07-19,113.000000,114.099998,112.050003,112.500000,112.500000,1101310
2022-07-20,113.300003,117.400002,112.099998,114.349998,114.349998,2500397
2022-07-21,115.250000,119.500000,115.000000,116.599998,116.599998,2823324
2022-07-22,117.599998,118.150002,114.650002,115.650002,115.650002,1111081
2022-07-25,115.500000,117.250000,114.300003,115.449997,115.449997,815570
2022-07-26,115.500000,117.000000,114.199997,115.150002,115.150002,1052485
2022-07-27,114.550003,115.300003,112.300003,113.150002,113.150002,721430
2022-07-28,113.650002,116.949997,113.500000,115.150002,115.150002,1868902
2022-07-29,116.000000,119.000000,113.849998,117.349998,117.349998,4480823
2022-08-01,117.300003,117.400002,114.449997,115.050003,115.050003,1547576
2022-08-02,114.900002,116.400002,112.000000,114.599998,114.599998,1427434
2022-08-03,114.949997,114.949997,110.199997,111.349998,111.349998,1364071
2022-08-04,111.949997,112.949997,108.500000,109.300003,109.300003,1158963
2022-08-05,109.300003,110.699997,106.099998,107.500000,107.500000,1980575
2022-08-08,107.500000,109.250000,107.099998,108.349998,108.349998,1015323
2022-08-10,108.349998,108.550003,103.000000,103.800003,103.800003,1112832
2022-08-11,105.250000,107.199997,105.000000,105.250000,105.250000,931806
2022-08-12,105.449997,106.900002,104.000000,105.349998,105.349998,682213
2022-08-16,106.000000,106.199997,104.000000,105.250000,105.250000,1084406
2022-08-17,105.250000,105.849998,104.349998,105.300003,105.300003,669113
2022-08-18,105.500000,106.050003,104.349998,104.900002,104.900002,886052
2022-08-19,104.900002,104.900002,101.000000,102.550003,102.550003,1311501
2022-08-22,98.349998,100.349998,95.500000,96.150002,96.150002,3156785
2022-08-23,93.449997,98.150002,93.300003,97.599998,97.599998,4473880
2022-08-24,97.599998,100.000000,95.650002,98.300003,98.300003,2182709
2022-08-25,97.900002,100.199997,96.449997,97.050003,97.050003,2470778
2022-08-26,97.000000,98.000000,95.400002,95.900002,95.900002,1527350
2022-08-29,94.449997,96.750000,93.099998,94.650002,94.650002,1443206
2022-08-30,95.449997,99.349998,95.349998,97.300003,97.300003,1639882
2022-09-01,97.000000,101.000000,96.800003,99.500000,99.500000,2529153
2022-09-02,100.199997,101.250000,98.650002,100.650002,100.650002,1813775
2022-09-05,101.150002,102.000000,100.550003,100.800003,100.800003,795988
2022-09-06,101.199997,106.250000,101.199997,105.099998,105.099998,3897932
2022-09-07,104.800003,106.400002,103.500000,104.300003,104.300003,1351545
2022-09-08,105.099998,107.699997,103.250000,105.949997,105.949997,2015910
2022-09-09,106.500000,106.750000,103.849998,104.099998,104.099998,922910
2022-09-12,104.000000,105.550003,103.599998,103.800003,103.800003,601053
2022-09-13,104.150002,105.000000,102.800003,103.250000,103.250000,657504
2022-09-14,101.599998,102.599998,101.199997,101.550003,101.550003,812985
2022-09-15,102.000000,105.300003,101.900002,103.400002,103.400002,1254559
2022-09-16,103.750000,104.099998,100.400002,102.349998,102.349998,878800
2022-09-19,102.349998,103.699997,99.800003,100.949997,100.949997,1295074
2022-09-20,101.849998,106.550003,101.199997,104.449997,104.449997,2254093
2022-09-21,105.000000,107.449997,102.750000,104.099998,104.099998,2450506
2022-09-22,103.599998,105.500000,102.300003,104.349998,104.349998,1185231
2022-09-23,104.349998,105.099998,101.000000,101.250000,101.250000,1097733
2022-09-26,100.150002,100.699997,95.050003,95.650002,95.650002,1263471
2022-09-27,96.699997,98.550003,96.250000,96.949997,96.949997,858148
2022-09-28,95.849998,97.949997,94.300003,95.150002,95.150002,852386
2022-09-29,96.500000,98.250000,96.000000,96.199997,96.199997,613492
2022-09-30,96.500000,97.800003,94.599998,96.099998,96.099998,870292
2022-10-03,96.449997,96.449997,93.250000,93.750000,93.750000,883625
2022-10-04,95.250000,95.599998,94.650002,95.099998,95.099998,433427
2022-10-06,95.949997,101.000000,95.800003,100.199997,100.199997,2205185
2022-10-07,100.199997,102.599998,99.449997,101.400002,101.400002,1693349
2022-10-10,100.750000,102.000000,99.699997,100.699997,100.699997,1095090
2022-10-11,100.949997,104.349998,99.400002,100.349998,100.349998,1953778
2022-10-12,100.900002,101.400002,98.699997,100.699997,100.699997,800250
2022-10-13,100.699997,101.150002,98.849998,99.199997,99.199997,656496
2022-10-14,100.699997,101.300003,97.550003,98.199997,98.199997,438027
2022-10-17,98.000000,98.650002,96.400002,96.949997,96.949997,525560
2022-10-18,97.599998,98.599998,97.150002,97.650002,97.650002,412510
2022-10-19,98.250000,98.250000,97.050003,97.550003,97.550003,404849
2022-10-20,97.099998,97.900002,96.250000,97.400002,97.400002,390638
2022-10-21,98.199997,98.949997,95.800003,96.349998,96.349998,505678
2022-10-24,97.000000,97.699997,96.000000,97.000000,97.000000,147925
2022-10-25,97.000000,97.000000,95.400002,95.650002,95.650002,453158
2022-10-27,96.449997,96.900002,95.000000,95.300003,95.300003,495109
2022-10-28,96.250000,96.500000,90.300003,92.000000,92.000000,1806587
2022-10-31,90.099998,90.550003,88.199997,88.800003,88.800003,1497558
2022-11-01,90.000000,92.599998,87.949997,92.099998,92.099998,2071995
2022-11-02,92.400002,93.050003,88.250000,90.699997,90.699997,1480388
2022-11-03,90.900002,92.449997,90.650002,91.550003,91.550003,956411
2022-11-04,92.000000,92.300003,90.099998,90.800003,90.800003,936018
2022-11-07,91.500000,94.500000,91.400002,92.750000,92.750000,1740195
2022-11-09,93.199997,93.349998,90.099998,90.650002,90.650002,933010
2022-11-10,90.599998,91.349998,89.099998,89.650002,89.650002,688657
2022-11-11,90.599998,90.900002,89.099998,89.699997,89.699997,752266
2022-11-14,89.699997,91.349998,89.650002,90.449997,90.449997,925779
2022-11-15,90.449997,92.000000,90.000000,91.550003,91.550003,738517
2022-11-16,92.500000,96.349998,91.849998,94.599998,94.599998,3160738
2022-11-17,94.599998,96.199997,93.099998,93.550003,93.550003,926300
2022-11-18,93.250000,94.500000,92.900002,93.699997,93.699997,599762
2022-11-21,93.699997,95.000000,93.000000,93.250000,93.250000,545147
2022-11-22,93.550003,94.400002,92.949997,93.599998,93.599998,553883
2022-11-23,93.949997,94.650002,92.699997,93.150002,93.150002,526809
2022-11-24,94.000000,98.500000,93.900002,96.150002,96.150002,2896993
2022-11-25,96.300003,98.500000,95.650002,97.550003,97.550003,1196328
2022-11-28,97.550003,100.400002,96.400002,97.550003,97.550003,1910949
2022-11-29,97.949997,99.349998,96.599998,96.800003,96.800003,985373
2022-11-30,97.199997,98.699997,96.900002,97.300003,97.300003,626291
2022-12-01,97.800003,98.599998,97.050003,97.300003,97.300003,504894
2022-12-02,97.199997,102.449997,97.000000,100.099998,100.099998,4020996
2022-12-05,100.699997,101.349998,98.750000,100.000000,100.000000,1074634
2022-12-06,99.800003,102.400002,99.800003,100.300003,100.300003,1747714
2022-12-07,100.000000,100.550003,97.650002,98.250000,98.250000,701170
2022-12-08,98.750000,99.550003,97.699997,99.150002,99.150002,698434
2022-12-09,99.699997,100.099998,96.050003,96.750000,96.750000,771545
2022-12-12,95.800003,96.650002,95.099998,95.650002,95.650002,520808
2022-12-13,95.900002,96.300003,94.099998,94.400002,94.400002,453351
2022-12-14,94.900002,96.900002,94.599998,95.550003,95.550003,920505
2022-12-15,96.699997,99.500000,96.150002,97.650002,97.650002,1672323
2022-12-16,97.300003,105.199997,96.300003,102.050003,102.050003,8989652
2022-12-19,104.949997,113.150002,104.550003,106.900002,106.900002,13172653
2022-12-20,107.000000,109.000000,102.699997,106.500000,106.500000,4096242
2022-12-21,108.199997,110.449997,97.699997,100.150002,100.150002,4203650
2022-12-22,101.000000,101.550003,95.800003,97.900002,97.900002,2302984
2022-12-23,95.300003,96.449997,92.250000,92.750000,92.750000,2036108
2022-12-26,92.750000,97.099998,91.300003,96.099998,96.099998,1660226
2022-12-27,99.000000,103.900002,99.000000,103.000000,103.000000,3553564
2022-12-28,103.000000,103.150002,100.199997,100.949997,100.949997,1834270
2022-12-29,100.000000,107.699997,99.199997,105.699997,105.699997,5548146
2022-12-30,106.250000,109.300003,104.400002,105.150002,105.150002,2756845
2023-01-02,105.099998,106.400002,103.500000,105.449997,105.449997,1584644
2023-01-03,105.449997,108.400002,103.800003,105.400002,105.400002,2169456
2023-01-04,105.449997,105.599998,102.500000,103.099998,103.099998,906518
2023-01-05,103.199997,103.449997,101.300003,101.849998,101.849998,702391
2023-01-06,102.400002,102.400002,99.099998,100.050003,100.050003,772078
2023-01-09,100.550003,101.900002,99.500000,99.849998,99.849998,770491
2023-01-10,100.599998,100.599998,98.650002,99.599998,99.599998,654634
2023-01-11,99.900002,104.699997,99.699997,99.900002,99.900002,2291970
2023-01-12,100.400002,101.300003,99.000000,100.250000,100.250000,728121
2023-01-13,100.949997,101.449997,99.050003,99.550003,99.550003,1027254
2023-01-16,100.050003,100.400002,98.550003,99.050003,99.050003,530957
2023-01-17,99.300003,102.199997,98.150002,101.000000,101.000000,1247285
2023-01-18,101.449997,102.800003,99.800003,100.199997,100.199997,1475307
2023-01-19,99.500000,100.150002,99.000000,99.449997,99.449997,421632
2023-01-20,99.000000,100.300003,98.900002,99.199997,99.199997,419848
2023-01-23,99.699997,99.699997,98.449997,98.750000,98.750000,392504
2023-01-24,98.949997,99.650002,97.599998,98.000000,98.000000,353494
2023-01-25,98.000000,98.000000,95.250000,95.650002,95.650002,528665
2023-01-27,96.599998,97.449997,92.250000,93.650002,93.650002,1082046
2023-01-30,92.900002,95.449997,89.199997,89.900002,89.900002,1416493
2023-01-31,91.300003,93.150002,88.099998,92.650002,92.650002,1520161
2023-02-01,94.000000,95.900002,91.250000,93.400002,93.400002,1451684
2023-02-02,93.000000,94.599998,90.000000,90.949997,90.949997,629201
2023-02-03,91.550003,91.849998,88.099998,89.000000,89.000000,835952
2023-02-06,89.400002,91.699997,88.849998,91.050003,91.050003,605428
2023-02-07,91.050003,91.449997,88.400002,88.849998,88.849998,1027786
2023-02-08,89.199997,90.500000,88.150002,89.650002,89.650002,691792
2023-02-09,90.250000,90.250000,88.500000,88.599998,88.599998,458957
2023-02-10,88.500000,92.800003,88.500000,91.500000,91.500000,982818
2023-02-13,91.800003,92.900002,88.949997,89.400002,89.400002,756349
2023-02-14,89.400002,91.000000,88.300003,90.449997,90.449997,715731
2023-02-15,90.500000,91.400002,90.300003,90.550003,90.550003,102720
